Age,Education,YearsExperience,JobRole,Location,EmploymentType,CompanySize,Salary
41,Master's,0,Web Developer,Pune,Full-time,Startup,621000
41,PhD,1,Project Manager,Gurugram,Full-time,Medium,1312000
40,Bachelor's,7,Project Manager,Gurugram,Full-time,Medium,1583000
25,PhD,3,Business Analyst,Noida,Full-time,Large,1074000
49,Bachelor's,25,Software Engineer,Gurugram,Full-time,Small,1933000
54,Master's,22,Software Engineer,Pune,Contract,Medium,1985000
55,Master's,6,Project Manager,Delhi,Full-time,Startup,1259000
28,Master's,7,ML Engineer,Ahmedabad,Full-time,Medium,1338000
42,Bachelor's,13,Project Manager,Hyderabad,Full-time,Startup,1576000
29,Master's,4,Project Manager,Hyderabad,Full-time,Large,1752000
37,Bachelor's,15,Data Analyst,Delhi,Full-time,Small,1543000
47,Bachelor's,3,Web Developer,Bengaluru,Full-time,Small,813000
44,Master's,22,DevOps Engineer,Chennai,Full-time,Medium,2395000
38,Master's,13,ML Engineer,Pune,Full-time,Medium,2027000
33,Master's,3,Web Developer,Noida,Full-time,Medium,700000
52,Bachelor's,20,Data Scientist,Delhi,Full-time,Medium,2146000
37,Bachelor's,8,Data Scientist,Mumbai,Full-time,Medium,1929000
33,Bachelor's,11,DevOps Engineer,Gurugram,Full-time,Large,2082000
24,Bachelor's,2,Business Analyst,Kolkata,Full-time,Startup,605000
55,Bachelor's,20,Data Analyst,Mumbai,Full-time,Small,1707000
22,Master's,0,ML Engineer,Ahmedabad,Full-time,Large,1131000
22,Bachelor's,1,Product Analyst,Chennai,Full-time,Medium,746000
50,Master's,16,DevOps Engineer,Noida,Full-time,Startup,1636000
38,Master's,2,Business Analyst,Chennai,Full-time,Startup,764000
37,Bachelor's,10,Business Analyst,Pune,Full-time,Large,1505000
25,Master's,4,Business Analyst,Ahmedabad,Full-time,Startup,731000
50,Bachelor's,0,Database Administrator,Bengaluru,Full-time,Small,611000
22,Bachelor's,0,Web Developer,Noida,Contract,Small,471000
27,PhD,6,Data Analyst,Bengaluru,Contract,Startup,947000
38,,16,Data Scientist,Delhi,Full-time,Medium,1840000
25,Master's,1,Product Analyst,Ahmedabad,Full-time,Large,762000
33,Master's,4,Product Analyst,Gurugram,Full-time,Medium,1340000
49,Master's,24,Software Engineer,Gurugram,Full-time,Small,2488000
31,Bachelor's,8,Data Analyst,Hyderabad,Full-time,Large,1171000
38,Bachelor's,2,Web Developer,Hyderabad,Full-time,Startup,692000
32,Master's,7,Business Analyst,Mumbai,Full-time,Startup,1108000
32,Bachelor's,2,Project Manager,Chennai,Part-time,Startup,447000
33,Bachelor's,1,Data Analyst,Pune,Full-time,Medium,798000
24,Bachelor's,0,Business Analyst,Mumbai,Full-time,Startup,476000
46,Bachelor's,5,Project Manager,Ahmedabad,Contract,Small,948000
55,Bachelor's,11,Web Developer,Kolkata,Full-time,Startup,863000
22,Bachelor's,1,Software Engineer,Kolkata,Full-time,Startup,639000
31,Bachelor's,5,Project Manager,Delhi,Full-time,Large,1624000
27,Bachelor's,4,Web Developer,Chennai,Full-time,Large,882000
36,Bachelor's,9,Web Developer,Bengaluru,Contract,Medium,1203000
54,Master's,28,Web Developer,Pune,Contract,Startup,2589000
47,Bachelor's,22,Software Engineer,Delhi,Full-time,Large,2663000
35,PhD,5,Data Analyst,Pune,Contract,Startup,1046000
26,Master's,2,DevOps Engineer,Bengaluru,Full-time,Startup,1089000
43,Bachelor's,7,Project Manager,Hyderabad,Full-time,Large,1693000
48,Bachelor's,8,Database Administrator,Gurugram,Contract,Startup,1135000
39,Master's,8,Data Scientist,Delhi,Full-time,Startup,1430000
53,Master's,14,Project Manager,Gurugram,Full-time,Medium,2546000
41,Master's,6,Product Analyst,Bengaluru,Full-time,Large,1401000
36,Bachelor's,1,Data Analyst,Gurugram,Full-time,Medium,874000
31,Bachelor's,10,Project Manager,Chennai,Full-time,Medium,1444000
33,Bachelor's,10,Software Engineer,Mumbai,Full-time,Large,1535000
54,Bachelor's,13,ML Engineer,Ahmedabad,Full-time,Medium,1669000
26,Bachelor's,5,Product Analyst,Bengaluru,Contract,Large,1263000
55,Bachelor's,22,Product Analyst,Kolkata,Full-time,Startup,1858000
38,PhD,6,Business Analyst,Gurugram,Full-time,Medium,1508000
35,Bachelor's,7,DevOps Engineer,Gurugram,Full-time,Medium,1594000
35,Bachelor's,3,Software Engineer,Noida,Contract,Large,1088000
29,Bachelor's,4,Software Engineer,Kolkata,Full-time,Small,680000
28,Master's,0,Data Analyst,Chennai,Full-time,Medium,804000
35,Bachelor's,9,Data Analyst,Kolkata,Full-time,Small,1035000
47,Master's,17,DevOps Engineer,Delhi,Contract,Medium,2341000
53,Bachelor's,20,Data Analyst,Hyderabad,Full-time,Startup,1730000
51,Bachelor's,13,ML Engineer,Chennai,Full-time,Startup,1921000
22,Master's,1,ML Engineer,Pune,Part-time,Medium,647000
41,Master's,12,ML Engineer,Bengaluru,Full-time,Medium,2037000
27,Master's,2,DevOps Engineer,Hyderabad,Full-time,Large,1587000
32,Master's,2,DevOps Engineer,Chennai,Full-time,Startup,1200000
39,Bachelor's,10,Web Developer,Hyderabad,Full-time,Small,1352000
43,Master's,5,Business Analyst,Gurugram,Contract,Medium,1140000
44,Bachelor's,11,Project Manager,Chennai,Full-time,Small,1486000
50,Bachelor's,18,Web Developer,Delhi,Full-time,Large,1994000
30,Master's,5,Data Analyst,Mumbai,Full-time,Medium,1094000
45,Master's,21,Web Developer,Kolkata,Full-time,Medium,1645000
32,Bachelor's,4,Data Analyst,Ahmedabad,Full-time,Large,844000
25,Master's,3,DevOps Engineer,Ahmedabad,Full-time,Startup,1005000
39,Bachelor's,2,Business Analyst,Ahmedabad,Full-time,Startup,508000
40,Bachelor's,10,Web Developer,Gurugram,Full-time,Startup,1043000
44,Master's,14,Business Analyst,Kolkata,Contract,Large,1665000
48,Master's,6,Web Developer,Hyderabad,Full-time,Medium,1084000
23,Bachelor's,2,Project Manager,Delhi,Full-time,Small,959000
36,Master's,13,Data Scientist,Pune,Full-time,Medium,2196000
51,Master's,26,Data Analyst,Hyderabad,Full-time,Large,2426000
38,Bachelor's,5,DevOps Engineer,Noida,Full-time,Startup,1022000
39,PhD,18,Web Developer,Mumbai,Full-time,Medium,2524000
47,Bachelor's,3,Web Developer,Delhi,Full-time,Large,1009000
40,Master's,19,Product Analyst,Ahmedabad,Full-time,Startup,1447000
38,Bachelor's,3,Data Analyst,Delhi,Full-time,Small,641000
45,Bachelor's,9,ML Engineer,Bengaluru,Full-time,Medium,1864000
44,Master's,13,Web Developer,Chennai,Full-time,Medium,1443000
37,Master's,14,DevOps Engineer,Ahmedabad,Full-time,Startup,1264000
48,Master's,13,Web Developer,Delhi,Full-time,Startup,1614000
38,Bachelor's,11,Data Analyst,Ahmedabad,Full-time,Medium,1177000
32,Bachelor's,8,Product Analyst,Gurugram,Contract,Medium,1326000
24,Bachelor's,3,Data Scientist,Pune,Full-time,Small,1090000
44,Bachelor's,0,Web Developer,Hyderabad,Contract,Large,647000
35,Master's,1,Database Administrator,Ahmedabad,Contract,Medium,770000
22,Bachelor's,1,Business Analyst,Mumbai,Part-time,Startup,449000
46,,4,Software Engineer,Delhi,Full-time,Startup,964000
31,Bachelor's,2,Product Analyst,Gurugram,Contract,Startup,724000
52,Master's,15,Business Analyst,Delhi,Full-time,Startup,1624000
29,Bachelor's,5,Product Analyst,Kolkata,Full-time,Startup,754000
36,Master's,1,Product Analyst,Delhi,Full-time,Startup,634000
36,Bachelor's,13,Data Analyst,Kolkata,Part-time,Medium,597000
34,Master's,8,DevOps Engineer,Noida,Part-time,Large,1024000
54,Master's,20,Software Engineer,Gurugram,Full-time,Medium,2345000
39,Bachelor's,0,ML Engineer,Ahmedabad,Contract,Startup,814000
53,Bachelor's,6,Data Analyst,Hyderabad,Full-time,Large,1222000
40,PhD,13,ML Engineer,Ahmedabad,Full-time,Medium,1756000
52,Bachelor's,19,Software Engineer,Chennai,Full-time,Large,2375000
22,Bachelor's,1,Web Developer,Gurugram,Contract,Startup,503000
47,Master's,9,Software Engineer,,Full-time,Startup,1359000
45,Bachelor's,4,ML Engineer,Kolkata,Full-time,Large,1313000
36,Master's,9,Data Scientist,Gurugram,Full-time,Startup,1732000
34,Bachelor's,4,Data Analyst,Delhi,Contract,Medium,803000
50,Master's,22,Product Analyst,Kolkata,Full-time,Large,2486000
37,Bachelor's,7,Data Scientist,Kolkata,Full-time,Startup,1188000
33,Bachelor's,8,Database Administrator,Ahmedabad,Full-time,Large,1286000
46,Bachelor's,21,Product Analyst,Chennai,Contract,Startup,1711000
49,Bachelor's,24,Database Administrator,Chennai,Contract,Startup,1981000
29,PhD,2,Database Administrator,Ahmedabad,Full-time,Startup,809000
42,Bachelor's,20,Software Engineer,Pune,Full-time,Large,2123000
46,Bachelor's,0,Product Analyst,Mumbai,Full-time,Small,952000
31,Bachelor's,4,Business Analyst,Pune,Full-time,Large,929000
28,PhD,0,Project Manager,Pune,Part-time,Medium,782000
45,Bachelor's,2,ML Engineer,Bengaluru,Contract,Startup,973000
33,Bachelor's,6,Data Scientist,Delhi,Contract,Medium,1365000
49,Master's,7,ML Engineer,Chennai,Full-time,Large,1590000
24,PhD,1,ML Engineer,Mumbai,Full-time,Large,1810000
30,PhD,3,Project Manager,Pune,Full-time,Small,1336000
51,Bachelor's,6,Project Manager,Mumbai,Full-time,Large,1814000
30,Bachelor's,8,Software Engineer,Chennai,Full-time,Large,1254000
38,Bachelor's,3,Software Engineer,Pune,Full-time,Small,820000
23,Bachelor's,1,DevOps Engineer,Bengaluru,Full-time,Medium,889000
46,Bachelor's,13,Product Analyst,Mumbai,Part-time,Small,894000
28,Bachelor's,1,Data Analyst,Mumbai,Full-time,Startup,640000
55,Bachelor's,1,Business Analyst,Noida,Contract,Medium,765000
38,Bachelor's,2,DevOps Engineer,Mumbai,Full-time,Large,1324000
38,Bachelor's,5,Software Engineer,Pune,Full-time,Medium,1320000
50,Bachelor's,13,Project Manager,Hyderabad,Full-time,Medium,1693000
55,Bachelor's,9,Web Developer,Bengaluru,Full-time,Large,1477000
52,Bachelor's,16,DevOps Engineer,Chennai,Full-time,Startup,1577000
50,Bachelor's,20,Data Analyst,Kolkata,Full-time,Startup,1738000
32,Bachelor's,8,Software Engineer,Pune,Full-time,Medium,1291000
33,Master's,1,Web Developer,Gurugram,Contract,Small,804000
40,Master's,8,Web Developer,Bengaluru,Full-time,Large,1496000
48,Bachelor's,17,Business Analyst,Gurugram,Full-time,Small,2021000
32,Bachelor's,8,Project Manager,Bengaluru,Contract,Startup,1480000
29,Master's,7,Project Manager,Pune,Full-time,Small,1463000
36,PhD,13,Database Administrator,Noida,Contract,Large,2182000
50,Bachelor's,23,Data Scientist,Chennai,Part-time,Medium,1368000
28,Master's,0,Web Developer,Hyderabad,Full-time,Startup,587000
49,Bachelor's,3,Web Developer,Hyderabad,Full-time,Medium,780000
45,Master's,4,,Hyderabad,Contract,Large,1555000
55,PhD,22,Data Scientist,Noida,Contract,Medium,2694000
31,Master's,0,Web Developer,Ahmedabad,Full-time,Medium,514000
21,Bachelor's,0,Software Engineer,Delhi,Full-time,Large,860000
34,Master's,9,ML Engineer,Noida,Full-time,Startup,1519000
39,Bachelor's,8,Product Analyst,Delhi,Full-time,Startup,1116000
48,Master's,8,Project Manager,Delhi,Full-time,Medium,1611000
34,Bachelor's,1,Data Analyst,Pune,Full-time,Startup,653000
35,Bachelor's,3,Product Analyst,Noida,Contract,Startup,616000
39,Bachelor's,4,ML Engineer,Gurugram,Full-time,Large,1646000
37,Bachelor's,5,Project Manager,Gurugram,Contract,Medium,1546000
41,Master's,2,Database Administrator,Delhi,Full-time,Small,1036000
25,Master's,2,Data Analyst,Gurugram,Full-time,Large,987000
52,Master's,7,Software Engineer,Gurugram,Full-time,Small,1350000
28,Bachelor's,3,Web Developer,Noida,Full-time,Startup,816000
24,Bachelor's,3,Database Administrator,Delhi,Full-time,Small,777000
36,Bachelor's,7,Web Developer,Delhi,Full-time,Startup,967000
33,Master's,8,Product Analyst,Mumbai,Contract,Medium,1363000
37,Master's,6,Business Analyst,Hyderabad,Full-time,Startup,1072000
55,Bachelor's,16,Data Scientist,Noida,Full-time,Medium,2143000
46,Bachelor's,18,Business Analyst,Kolkata,Full-time,Medium,1761000
29,Bachelor's,3,Database Administrator,Pune,Full-time,Small,954000
51,Bachelor's,16,ML Engineer,Chennai,Full-time,Small,1727000
40,PhD,10,Project Manager,Chennai,Full-time,Medium,1863000
26,Master's,1,Data Analyst,Chennai,Full-time,Medium,812000
29,Master's,7,Database Administrator,Noida,Full-time,Startup,1179000
39,,1,Software Engineer,Gurugram,Full-time,Small,751000
35,Bachelor's,14,Database Administrator,Noida,Full-time,Startup,1519000
37,Bachelor's,8,Data Analyst,Mumbai,Full-time,Small,1222000
34,Master's,3,DevOps Engineer,Pune,Full-time,Startup,1085000
54,Bachelor's,30,DevOps Engineer,Chennai,Part-time,Large,1910000
41,Master's,8,Business Analyst,,Full-time,Large,1499000
38,Master's,12,Project Manager,Mumbai,Full-time,Startup,1741000
43,Master's,0,DevOps Engineer,Noida,Full-time,Small,927000
47,Bachelor's,8,Web Developer,Noida,Full-time,Medium,1072000
32,Bachelor's,4,Software Engineer,Kolkata,Full-time,Startup,652000
44,Master's,22,Product Analyst,Hyderabad,Full-time,Medium,1926000
34,Bachelor's,3,Business Analyst,Noida,Full-time,Medium,879000
42,Bachelor's,17,Product Analyst,Pune,Contract,Startup,1387000
36,Bachelor's,9,Data Scientist,Kolkata,Full-time,Medium,1440000
54,Bachelor's,4,Data Scientist,Pune,Full-time,Medium,1111000
42,Master's,18,Business Analyst,Bengaluru,Full-time,Large,2179000
39,Bachelor's,15,Data Scientist,Mumbai,Full-time,Large,2332000
39,Bachelor's,14,Data Scientist,Bengaluru,Full-time,Small,1755000
39,Bachelor's,2,Data Analyst,Gurugram,Full-time,Startup,661000
24,Bachelor's,0,Business Analyst,Pune,Full-time,Large,866000
41,Master's,7,Data Analyst,Kolkata,Full-time,Large,1110000
34,Master's,4,Web Developer,Noida,Contract,Small,659000
46,Bachelor's,5,Database Administrator,Hyderabad,Full-time,Medium,1086000
34,Bachelor's,6,,Bengaluru,Full-time,Large,1452000
30,Master's,3,Business Analyst,Bengaluru,Full-time,Medium,1160000
25,Bachelor's,4,ML Engineer,Ahmedabad,Full-time,Small,967000
38,PhD,5,Product Analyst,Kolkata,Full-time,Startup,753000
39,Master's,9,,Kolkata,Full-time,Small,1320000
23,Master's,0,Data Analyst,Chennai,Full-time,Startup,734000
30,PhD,4,ML Engineer,Kolkata,Contract,Startup,1065000
27,PhD,5,Product Analyst,Bengaluru,Contract,Medium,1261000
21,Master's,0,ML Engineer,Mumbai,Contract,Small,1289000
49,Bachelor's,16,Product Analyst,Ahmedabad,Full-time,Large,1540000
33,,8,Web Developer,Delhi,Contract,Medium,1332000
24,Master's,1,Product Analyst,Noida,Full-time,Medium,967000
25,Master's,2,Data Analyst,Kolkata,Full-time,Medium,666000
40,Bachelor's,13,Software Engineer,Chennai,Full-time,Medium,1639000
25,Bachelor's,1,Business Analyst,Ahmedabad,Contract,Startup,443000
48,Master's,8,DevOps Engineer,Hyderabad,Full-time,Large,2077000
46,Bachelor's,9,Web Developer,Bengaluru,Full-time,Startup,1097000
29,Master's,1,Data Analyst,Bengaluru,Full-time,Small,812000
41,Master's,4,DevOps Engineer,Gurugram,Contract,Medium,986000
24,Master's,0,Project Manager,Ahmedabad,Full-time,Startup,777000
43,,11,Business Analyst,Mumbai,Part-time,Startup,869000
30,Master's,9,Data Scientist,Bengaluru,Contract,Small,1476000
41,Master's,4,Data Analyst,,Full-time,Medium,1149000
48,Bachelor's,8,Web Developer,Gurugram,Contract,Medium,1349000
45,Bachelor's,15,Data Analyst,Hyderabad,Full-time,Startup,1295000
52,Bachelor's,9,Database Administrator,Gurugram,Full-time,Medium,1565000
27,Bachelor's,0,ML Engineer,Hyderabad,Full-time,Medium,1102000
35,Master's,14,DevOps Engineer,Gurugram,Part-time,Startup,1139000
54,Master's,1,Project Manager,Chennai,Full-time,Medium,1229000
29,Master's,7,Software Engineer,Hyderabad,Full-time,Large,1531000
24,PhD,2,Product Analyst,Noida,Full-time,Small,1001000
36,Bachelor's,11,ML Engineer,Mumbai,Contract,Startup,1796000
33,Bachelor's,11,Web Developer,Hyderabad,Full-time,Medium,1200000
32,Bachelor's,4,Database Administrator,Kolkata,Full-time,Startup,716000
30,Master's,7,Project Manager,Mumbai,Full-time,Small,1509000
26,Master's,1,Software Engineer,Gurugram,Full-time,Large,1183000
39,PhD,13,Data Analyst,Delhi,Full-time,Medium,1634000
36,Bachelor's,7,Software Engineer,Noida,Full-time,Small,1040000
42,Bachelor's,10,Software Engineer,Bengaluru,Contract,Medium,1338000
35,Bachelor's,14,Web Developer,Bengaluru,Contract,Startup,1118000
24,Bachelor's,2,DevOps Engineer,Gurugram,Contract,Medium,976000
45,Bachelor's,19,Database Administrator,Bengaluru,Part-time,Large,1209000
41,Bachelor's,14,Web Developer,Gurugram,Contract,Small,1506000
45,Master's,3,DevOps Engineer,Gurugram,Contract,Large,1470000
25,Bachelor's,4,ML Engineer,Chennai,Full-time,Small,1011000
33,Master's,7,ML Engineer,Mumbai,Full-time,Medium,2033000
42,Master's,13,Data Scientist,Pune,Full-time,Startup,1661000
44,Bachelor's,19,DevOps Engineer,Mumbai,Full-time,Medium,2447000
40,Bachelor's,8,Project Manager,Hyderabad,Full-time,Small,1471000
45,Bachelor's,5,Software Engineer,Kolkata,Contract,Large,946000
43,Bachelor's,10,Database Administrator,Bengaluru,Full-time,Medium,1713000
42,PhD,0,Data Scientist,Mumbai,Full-time,Startup,925000
38,Bachelor's,0,ML Engineer,Gurugram,Contract,Large,1263000
21,Bachelor's,0,ML Engineer,Chennai,Full-time,Large,1328000
24,Bachelor's,2,Data Scientist,Pune,Full-time,Medium,981000
49,Master's,27,Software Engineer,Kolkata,Full-time,Startup,1917000
43,Bachelor's,16,Web Developer,Noida,Full-time,Startup,1370000
44,PhD,15,Web Developer,Hyderabad,Full-time,Large,2005000
30,Bachelor's,6,Data Scientist,Noida,Full-time,Medium,1214000
22,PhD,1,Data Scientist,Noida,Part-time,Medium,604000
40,Bachelor's,18,Project Manager,Mumbai,Contract,Medium,2285000
32,Bachelor's,4,Business Analyst,Pune,Contract,Large,1087000
23,Master's,2,Data Analyst,Mumbai,Full-time,Medium,962000
34,Bachelor's,1,Web Developer,Gurugram,Full-time,Startup,633000
40,Master's,5,Data Scientist,Mumbai,Full-time,Large,1906000
32,Master's,10,Software Engineer,Gurugram,Full-time,Large,1723000
49,PhD,20,Product Analyst,Noida,Full-time,Small,2257000
46,Bachelor's,6,DevOps Engineer,Gurugram,Full-time,Startup,1282000
37,Master's,16,Business Analyst,Chennai,Full-time,Medium,1825000
40,Bachelor's,6,ML Engineer,Noida,Contract,Large,1661000
54,Bachelor's,13,ML Engineer,Kolkata,Full-time,Startup,1383000
35,Bachelor's,12,Data Scientist,Gurugram,Full-time,Large,2017000
33,Master's,1,Web Developer,Bengaluru,Contract,Medium,845000
33,Master's,2,,Delhi,Full-time,Medium,1405000
34,Bachelor's,7,Product Analyst,Hyderabad,Full-time,Startup,1188000
38,Master's,0,Product Analyst,Chennai,Part-time,Medium,428000
34,Bachelor's,8,Data Scientist,Gurugram,Full-time,Startup,1512000
47,PhD,4,Software Engineer,Noida,Full-time,Small,1298000
51,Bachelor's,9,ML Engineer,Pune,Full-time,Large,1682000
35,Bachelor's,5,,Mumbai,Contract,Large,1512000
48,Bachelor's,19,Web Developer,Noida,Full-time,Medium,1632000
36,Bachelor's,15,ML Engineer,Bengaluru,Part-time,Small,1034000
55,Bachelor's,13,Data Scientist,Delhi,Full-time,Startup,1884000
50,Master's,16,Software Engineer,Hyderabad,Full-time,Large,2534000
32,Bachelor's,9,DevOps Engineer,Hyderabad,Full-time,Startup,1321000
27,Master's,3,Database Administrator,Ahmedabad,Contract,Small,666000
42,Bachelor's,16,DevOps Engineer,Mumbai,Full-time,Small,2120000
50,PhD,6,Data Analyst,Chennai,Full-time,Large,1313000
30,Bachelor's,3,Data Scientist,Ahmedabad,Full-time,Small,945000
51,Bachelor's,0,ML Engineer,Noida,Contract,Small,878000
30,Master's,8,Data Scientist,Ahmedabad,Full-time,Startup,1270000
43,Master's,10,DevOps Engineer,Bengaluru,Full-time,Medium,1865000
28,Bachelor's,7,Data Analyst,Chennai,Part-time,Large,603000
49,Bachelor's,19,Data Scientist,Gurugram,Full-time,Startup,2330000
50,Bachelor's,18,Data Analyst,Chennai,Full-time,Startup,1585000
38,Bachelor's,10,Database Administrator,Noida,Full-time,Startup,1307000
38,Master's,3,ML Engineer,Mumbai,Full-time,Medium,1521000
50,Bachelor's,1,Business Analyst,Delhi,Full-time,Large,822000
52,Bachelor's,14,DevOps Engineer,Delhi,Full-time,Startup,1520000
30,PhD,4,Software Engineer,Pune,Contract,Medium,1285000
46,Master's,20,ML Engineer,,Contract,Small,1670000
30,Bachelor's,9,Database Administrator,Chennai,Full-time,Small,1106000
55,Bachelor's,12,Product Analyst,Ahmedabad,Full-time,Small,1128000
36,Master's,3,Web Developer,Chennai,Full-time,Medium,958000
36,Master's,6,Product Analyst,Mumbai,Full-time,Medium,1155000
47,Bachelor's,11,Data Analyst,Gurugram,Full-time,Medium,1358000
34,Bachelor's,4,DevOps Engineer,Pune,Full-time,Large,1308000
38,Bachelor's,16,Database Administrator,Mumbai,Full-time,Medium,2351000
33,PhD,0,Software Engineer,Mumbai,Full-time,Medium,1019000
25,Master's,3,Project Manager,Ahmedabad,Contract,Startup,918000
38,PhD,12,DevOps Engineer,Ahmedabad,Contract,Large,1704000
29,Bachelor's,2,Software Engineer,Ahmedabad,Contract,Medium,861000
40,Master's,1,Product Analyst,Pune,Full-time,Small,934000
39,Master's,11,DevOps Engineer,Hyderabad,Full-time,Large,2067000
23,Master's,2,Web Developer,Noida,Contract,Small,812000
28,Bachelor's,4,ML Engineer,Pune,Full-time,Small,1302000
31,Bachelor's,1,Software Engineer,Chennai,Full-time,Medium,789000
33,Master's,10,Data Scientist,Kolkata,Full-time,Small,1661000
44,Bachelor's,19,Data Analyst,Gurugram,Contract,Small,1846000
42,Bachelor's,10,Project Manager,Ahmedabad,Full-time,Startup,1269000
41,Master's,16,ML Engineer,Delhi,Full-time,Large,2703000
37,Bachelor's,15,ML Engineer,Kolkata,Contract,Medium,1546000
38,Master's,13,DevOps Engineer,Pune,Full-time,Large,2160000
31,Bachelor's,6,DevOps Engineer,Delhi,Full-time,Startup,1106000
21,Bachelor's,0,Software Engineer,Mumbai,Full-time,Startup,785000
46,PhD,9,Project Manager,Delhi,Full-time,Large,2323000
25,Bachelor's,4,Business Analyst,Chennai,Full-time,Medium,1050000
38,Bachelor's,10,Data Scientist,Kolkata,Full-time,Startup,1185000
54,Master's,27,Business Analyst,Kolkata,Full-time,Large,2881000
30,Bachelor's,8,DevOps Engineer,Gurugram,Full-time,Startup,1631000
37,Master's,5,Business Analyst,Kolkata,Full-time,Large,1091000
36,Master's,1,,Ahmedabad,Full-time,Small,492000
43,Master's,3,DevOps Engineer,Noida,Full-time,Medium,1290000
25,Master's,1,Data Scientist,Ahmedabad,Full-time,Medium,862000
41,PhD,8,Data Scientist,Kolkata,Full-time,Medium,1509000
27,Master's,4,DevOps Engineer,Hyderabad,Part-time,Medium,771000
27,Master's,2,ML Engineer,Delhi,Full-time,Small,1254000
49,PhD,10,Product Analyst,Hyderabad,Full-time,Small,1629000
36,Bachelor's,15,Database Administrator,Kolkata,Full-time,Large,1711000
37,Master's,10,Product Analyst,Gurugram,Full-time,Medium,1482000
29,Bachelor's,1,ML Engineer,Bengaluru,Full-time,Startup,1161000
40,Master's,13,Product Analyst,Hyderabad,Full-time,Medium,1797000
23,Bachelor's,0,ML Engineer,Noida,Contract,Small,810000
48,Bachelor's,11,Data Scientist,Noida,Full-time,Medium,1795000
55,Master's,25,Business Analyst,Pune,Full-time,Medium,2871000
33,Master's,7,Data Scientist,Noida,Full-time,Small,1496000
54,Master's,28,ML Engineer,Chennai,Full-time,Medium,3291000
53,Bachelor's,13,Data Scientist,Delhi,Full-time,Medium,2029000
33,Bachelor's,2,DevOps Engineer,Bengaluru,Contract,Large,1356000
25,Bachelor's,0,Business Analyst,Bengaluru,Full-time,Small,816000
22,Bachelor's,1,Data Analyst,Chennai,Full-time,Medium,730000
35,Bachelor's,13,Web Developer,Chennai,Full-time,Startup,1016000
52,Bachelor's,29,DevOps Engineer,Mumbai,Full-time,Medium,2745000
21,Bachelor's,0,Web Developer,Noida,Contract,Large,610000
23,Bachelor's,2,Business Analyst,Kolkata,Full-time,Small,642000
25,Bachelor's,0,Project Manager,Gurugram,Full-time,Startup,1159000
51,Bachelor's,15,Business Analyst,Mumbai,Full-time,Medium,1739000
38,Master's,1,Data Scientist,Mumbai,Full-time,Large,1496000
39,Bachelor's,18,Business Analyst,Bengaluru,Full-time,Large,2002000
44,Bachelor's,7,Data Analyst,Delhi,Full-time,Large,1388000
22,Master's,0,ML Engineer,Ahmedabad,Contract,Small,887000
31,PhD,4,DevOps Engineer,Hyderabad,Full-time,Startup,1182000
36,Master's,6,DevOps Engineer,Delhi,Full-time,Startup,1208000
42,PhD,21,ML Engineer,Ahmedabad,Full-time,Large,2433000
43,Bachelor's,13,ML Engineer,Delhi,Full-time,Medium,1705000
30,Bachelor's,7,Data Analyst,Bengaluru,Full-time,Medium,1162000
25,Bachelor's,0,Project Manager,Chennai,Contract,Startup,810000
30,Bachelor's,7,Database Administrator,Noida,Full-time,Large,1237000
29,Bachelor's,4,Project Manager,Hyderabad,Full-time,Large,1671000
35,Bachelor's,12,Data Scientist,Kolkata,Full-time,Startup,1229000
24,Bachelor's,2,DevOps Engineer,Gurugram,Full-time,Small,968000
48,Bachelor's,11,ML Engineer,Gurugram,Full-time,Medium,1870000
50,Master's,10,Database Administrator,Kolkata,Contract,Medium,1166000
32,Bachelor's,4,ML Engineer,Gurugram,Full-time,Large,1507000
49,Bachelor's,28,Data Scientist,Hyderabad,Full-time,Medium,2956000
37,Master's,16,Software Engineer,Noida,Full-time,Medium,2156000
35,Bachelor's,12,Business Analyst,Kolkata,Full-time,Medium,1111000
36,Master's,0,Business Analyst,Chennai,Contract,Small,618000
40,Bachelor's,1,Data Analyst,Mumbai,Full-time,Startup,549000
31,Bachelor's,1,Database Administrator,Ahmedabad,Full-time,Large,769000
34,Master's,5,Business Analyst,Bengaluru,Contract,Medium,1162000
43,Master's,8,Web Developer,Noida,Part-time,Medium,575000
23,Master's,2,Project Manager,Hyderabad,Full-time,Large,1536000
33,PhD,9,Data Scientist,Gurugram,Full-time,Medium,2066000
53,Bachelor's,32,ML Engineer,Bengaluru,Contract,Small,3311000
24,Bachelor's,1,Business Analyst,Delhi,Full-time,Large,775000
24,Master's,1,,Chennai,Full-time,Small,1011000
46,Bachelor's,25,Product Analyst,Delhi,Contract,Small,2044000
47,Bachelor's,2,DevOps Engineer,Pune,Full-time,Large,1135000
54,Master's,10,Business Analyst,Hyderabad,Full-time,Large,1673000
29,PhD,0,DevOps Engineer,Ahmedabad,Contract,Startup,833000
49,Bachelor's,15,DevOps Engineer,Hyderabad,Contract,Medium,1770000
54,Bachelor's,20,Software Engineer,Delhi,Full-time,Large,2379000
30,Master's,7,Web Developer,Ahmedabad,Contract,Large,914000
35,Master's,2,Data Scientist,Ahmedabad,Full-time,Large,1107000
33,Master's,4,Business Analyst,Ahmedabad,Full-time,Startup,692000
52,Bachelor's,11,Web Developer,Delhi,Full-time,Small,1424000
33,Bachelor's,8,Database Administrator,Pune,Contract,Startup,979000
39,Bachelor's,15,Project Manager,,Full-time,Startup,1686000
